519		2014-05-04 00:00:00	丁烷	盐山县金燕	27.5	29.28	0.0	1	
520		2014-05-04 00:00:00	丙烷	华锦化学	24.0	23.98	0.0	1	
521		2014-05-04 00:00:00	丙烷	华锦化学	24.0	23.72	0.0	1	
522		2014-05-04 00:00:00	丙烷	沈阳双燃	22.0	22.22	0.0	1	
523		2014-05-04 00:00:00	丙烷	塔山石化	23.0	23.24	0.0	1	
524		2014-05-04 00:00:00	丙烷	宏源发燃气	14.0	14.48	0.0	1	
525	JZ140510	2014-05-05 00:00:00	轻油	精细化工	200.0	207.82	1652.3878	10	
526	JZ140509	2014-05-05 00:00:00	轻油	精细化工	220.0	222.62	1770.0606	11	
527		2014-05-05 00:00:00	丙烷	华锦化学	24.0	23.9	0.0	1	
528		2014-05-05 00:00:00	丁烷	恒利	27.0	26.68	0.0	1	
529		2014-05-05 00:00:00	丁烷	盐山县金燕	27.5	29.72	0.0	1	
530		2014-05-05 00:00:00	丁烷	盐山县金燕	27.0	29.5	0.0	1	
531		2014-05-05 00:00:00	丁烷	爱军化工	15.0	14.78	0.0	1	
532	JZ140512	2014-05-06 00:00:00	轻油	精细化工	230.0	222.32	1769.9348	11	
533	JZ140513	2014-05-06 00:00:00	轻油	精细化工	200.0	207.3	1648.2369	10	
534		2014-05-06 00:00:00	丙烷	宏源发燃气	6.0	6.58	0.0	1	
535		2014-05-06 00:00:00	丙烷	华锦化学	24.0	23.84	0.0	1	
536		2014-05-06 00:00:00	丙烷	华锦化学	24.0	23.64	0.0	1	
537		2014-05-06 00:00:00	丙烷	塔山石化	23.0	23.14	0.0	1	
538		2014-05-06 00:00:00	丁烷	廊坊中信	22.0	22.24	0.0	1	
539		2014-05-06 00:00:00	丁烷	盐山县金燕	26.0	25.76	0.0	1	
540		2014-05-06 00:00:00	丁烷	盐山县金燕	20.0	19.76	0.0	1	
541		2014-05-06 00:00:00	丁烷	盐山县金燕	27.5	29.38	0.0	1	
542		2014-05-06 00:00:00	丁烷	爱军化工	14.0	14.6	0.0	1	
551	JZ140514	2014-05-07 00:00:00	轻油	精细化工	230.0	222.28	1769.6203	11	
552	JZ140515	2014-05-07 00:00:00	轻油	精细化工	220.0	122.3	973.6465	6	
553		2014-05-07 00:00:00	丙烷	华锦化学	24.0	23.86	0.0	1	
554		2014-05-07 00:00:00	丙烷	华锦化学	24.0	23.96	0.0	1	
555		2014-05-07 00:00:00	丙烷	沈阳双燃	22.0	22.46	0.0	1	
556		2014-05-07 00:00:00	丙烷	葫芦岛液	23.0	23.16	0.0	1	
557		2014-05-07 00:00:00	丁烷	大洼县恒利	27.0	26.36	0.0	1	
558		2014-05-07 00:00:00	液化气	盐山县金燕	27.5	29.3	0.0	1	
566		2014-05-08 00:00:00	轻油	精细化工	220.0	181.26	1441.1931	9	
567		2014-05-08 00:00:00	轻油	精细化工	230.0	226.24	1798.8656	11	
568		2014-05-08 00:00:00	丁烷	雄县东宏	27.5	29.16	0.0	1	
569		2014-05-08 00:00:00	丁烷	三辉化工	24.0	22.14	0.0	1	
570		2014-05-08 00:00:00	丙烷	华锦化学	24.0	24.26	0.0	1	
571		2014-05-08 00:00:00	丙烷	华锦化学	24.0	23.82	0.0	1	
572		2014-05-08 00:00:00	丙烷	塔山石化	23.0	23.2	0.0	1	
683	JZ140521	2014-05-09 00:00:00	轻油	精细化工	70.0	58.7	466.729	3	
684	JZ140520	2014-05-09 00:00:00	轻油	精细化工	200.0	221.44	1760.6895	11	
685		2014-05-09 00:00:00	丙烷	三辉化工	24.0	23.96	0.0	1	
686		2014-05-09 00:00:00	丙烷	华锦化学	24.0	24.04	0.0	1	
687		2014-05-09 00:00:00	丙烷	华锦化学	24.0	24.02	0.0	1	
688		2014-05-09 00:00:00	丙烷	华锦化学	24.0	23.78	0.0	1	
689		2014-05-09 00:00:00	丁烷	雄县东宏	27.5	29.48	0.0	1	
690		2014-05-09 00:00:00	液化气	爱军化工	14.0	14.52	0.0	1	
691	JZ140519	2014-05-09 00:00:00	轻油	精细化工	230.0	222.18	1766.5386	11	
799		2014-05-10 00:00:00	丁烷	雄县东宏	27.5	29.06	0.0	1	
800		2014-05-10 00:00:00	丙烷	塔山石化	23.0	22.84	0.0	1	
801		2014-05-10 00:00:00	丙烷	沈阳双燃	22.0	21.94	0.0	1	
802		2014-05-10 00:00:00	丙烷	华锦化学	24.0	24.42	0.0	1	
803		2014-05-10 00:00:00	丙烷	宏源发燃气	24.0	23.96	0.0	1	
804		2014-05-10 00:00:00	丙烷	华锦化学	24.0	24.02	0.0	1	
805		2014-05-10 00:00:00	丙烷	华锦化学	24.0	24.04	0.0	1	
806	JZ140523	2014-05-10 00:00:00	轻油	精细化工	230.0	184.26	1466.9164	9	
808	JZ140522	2014-05-10 00:00:00	轻油	精细化工	220.0	221.06	1759.8719	11	
809	JZ140524	2014-05-11 00:00:00	轻油	精细化工	180.0	225.78	1797.4819	11	
810	JZ140525	2014-05-11 00:00:00	轻油	精细化工	200.0	184.86	1471.6962	9	
811		2014-05-11 00:00:00	丁烷	朝顺达	24.5	29.92	0.0	1	
812		2014-05-11 00:00:00	丁烷	朝顺达	24.5	28.9	0.0	1	
813		2014-05-11 00:00:00	丙烷	华锦化学	24.0	24.1	0.0	1	
814		2014-05-11 00:00:00	丙烷	华锦化学	24.0	23.78	0.0	1	
815		2014-05-11 00:00:00	丙烷	华锦化学	24.0	24.18	0.0	1	
816		2014-05-11 00:00:00	丙烷	盐山县金燕	15.0	14.76	0.0	1	
817		2014-05-11 00:00:00	丁烷	盐山县金燕	27.5	28.82	0.0	1	
818	JZ140526	2014-05-12 00:00:00	轻油	精细化工	160.0	230.04	1831.3813	11	
819	JZ140527	2014-05-12 00:00:00	轻油	精细化工	200.0	122.24	973.1434	6	
820		2014-05-12 00:00:00	丙烷	宏源发燃气	6.0	6.78	0.0	1	
821		2014-05-12 00:00:00	丙烷	华锦化学	24.0	23.98	0.0	1	
